gene.name,LAS1L Up,TEX10 Up,PELP1 Up,SENP3 Up,WDR18 Up,LAS1L Down,TEX10 Down,PELP1 Down,SENP3 Down,WDR18 Down,ChIP,,,,
RP11-112J1.3,0,0,0,0,0,0,0,0,0,0,0,,,,
AC125232.1,0,0,0,0,0,0,0,0,0,0,0,,,,
ZNF197-AS1,0,0,0,0,0,0,0,0,0,0,0,,,,
C8orf47,0,0,0,0,0,0,0,0,0,0,0,,,,
ACOX1,0,0,0,0,0,0,0,1,0,0,0,,,,
PTGES3P3,0,0,0,0,0,0,0,0,0,0,0,,,,
SNX18P7,0,0,0,0,0,0,0,0,0,0,0,,,,
AC005592.2,0,0,0,0,0,0,0,0,0,0,0,,,,
CDK5,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-2010I16.1,0,0,0,0,0,0,0,0,0,0,0,,,,
KB-1562D12.1,0,0,0,0,0,0,0,0,0,0,0,,,,
AF186192.5,0,0,0,0,0,0,0,0,0,0,0,,,,
TPI1P1,0,0,0,0,0,0,0,0,0,0,0,,,,
FTH1P23,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-396O20.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-266O8.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP5-1139I1.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-208G20.3,0,0,0,0,0,0,0,0,0,0,0,,,,
CTC-365E16.1,0,0,0,0,0,0,0,0,0,0,0,,,,
CHPF2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-283G6.5,0,0,0,0,0,0,0,0,0,0,0,,,,
AC009133.12,0,0,0,0,0,0,0,0,0,0,0,,,,
EFTUD1,0,0,0,0,0,0,0,0,0,0,0,,,,
HSPA8P8,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-2005D20.1,0,0,1,0,0,0,0,0,0,0,0,,,,
RP11-640M9.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP4-545K15.5,0,0,0,0,0,0,0,0,0,0,0,,,,
NSUN5P1,0,0,0,1,0,0,0,0,0,0,0,,,,
RP11-112J3.16,0,0,0,0,0,0,0,0,0,0,0,,,,
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-339B21.10,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-115C21.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-67L3.5,0,0,0,0,0,0,0,0,0,0,0,,,,
RNU6-377P,0,0,0,0,0,0,0,0,0,0,0,,,,
AC079354.5,0,0,0,0,0,0,0,0,0,0,0,,,,
PHF5A,0,0,0,0,0,0,0,0,0,0,0,,,,
HMGB1P10,0,0,0,0,0,0,0,0,0,0,0,,,,
RPL10AP6,0,0,0,0,0,0,0,0,0,0,0,,,,
OBFC1,0,0,0,0,0,0,0,0,0,0,0,,,,
WASH3P,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-135L13.4,0,0,0,0,0,0,0,0,0,0,0,,,,
RAG1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP13-516M14.1,0,0,0,1,0,0,0,0,0,0,0,,,,
CTD-2227E11.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-119F19.2,0,0,0,0,0,0,0,0,0,0,0,,,,
TXNP6,0,0,0,0,0,0,0,0,0,0,0,,,,
CTC-246B18.8,0,0,0,0,0,0,0,0,0,0,0,,,,
PP13439,0,0,0,0,0,0,0,0,0,0,0,,,,
VPS33B,0,0,0,0,0,0,0,0,0,0,0,,,,
C3orf83,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-600F24.7,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-844P9.3,0,0,0,0,0,0,0,0,0,0,0,,,,
LA16c-380H5.3,0,0,0,0,0,0,0,0,0,0,0,,,,
FAM182B,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-259G18.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-802O23.3,0,0,0,0,0,0,0,0,0,0,0,,,,
U51244.2,0,0,0,0,0,0,0,0,0,0,0,,,,
AC074389.9,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-379K22.3,0,0,0,0,0,0,0,1,0,0,0,,,,
snoU13,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-250B2.3,0,0,0,0,0,0,0,0,0,0,0,,,,
CTC-820M8.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP4-548D19.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-412H8.2,0,0,1,0,0,0,0,0,0,0,0,,,,
RP11-56M3.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-218F10.3,0,0,0,0,0,0,0,0,0,0,0,,,,
AC093627.9,0,0,0,0,0,0,0,0,0,0,0,,,,
UBL7,0,0,0,0,0,0,0,0,0,0,0,,,,
ZNF474,0,0,0,0,0,0,0,0,0,0,0,,,,
LRRC37A14P,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-63P12.7,0,0,0,0,0,0,0,0,0,0,0,,,,
AC008074.3,0,0,0,0,0,0,0,0,0,0,0,,,,
CECR1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP1-178F15.4,0,0,0,0,0,0,0,0,0,0,0,,,,
TCEANC2,0,0,0,0,0,0,0,0,0,0,0,,,,
LINC01155,0,0,0,0,0,0,0,0,0,0,0,,,,
RPS3P2,0,0,0,0,0,0,0,0,0,0,0,,,,
EIF4HP1,0,0,0,0,0,0,0,0,0,0,0,,,,
GPR124,0,0,0,0,0,0,0,0,0,0,0,,,,
AC084219.4,0,0,0,0,0,0,0,0,0,0,0,,,,
RP1-276N6.2,0,0,0,0,0,0,0,0,0,0,0,,,,
AL161626.1,0,0,0,0,0,0,0,0,0,0,0,,,,
MAP7D1,0,0,0,0,0,0,0,1,1,0,0,,,,
OFD1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-792A8.4,0,0,0,0,0,0,0,0,0,0,0,,,,
GAPDHP60,0,0,0,0,0,0,0,0,0,0,0,,,,
RPL13AP7,0,0,0,0,0,0,0,0,0,0,0,,,,
AC022431.1,0,0,1,0,0,0,0,0,0,0,0,,,,
RP4-613B23.1,0,0,0,0,0,0,0,0,0,0,0,,,,
GNL3LP1,0,0,0,0,0,0,0,0,0,0,0,,,,
C1orf43,0,0,0,0,0,0,0,0,0,0,0,,,,
TMEM187,0,0,0,0,0,0,0,0,0,0,0,,,,
CCDC107,0,0,0,0,0,0,0,0,0,0,0,,,,
RP4-671G15.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-350J20.5,0,0,0,0,0,0,0,0,0,0,0,,,,
AP001058.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RPS26P47,0,0,0,0,0,0,0,0,0,0,0,,,,
RPL7P19,0,0,0,0,0,0,0,0,0,0,0,,,,
HAGH,0,0,0,0,0,0,0,0,0,0,0,,,,
DOK3,0,0,0,0,0,0,0,0,0,0,0,,,,
AF064860.7,0,0,0,0,0,0,0,0,0,0,0,,,,
AC004893.11,0,0,0,0,0,0,0,0,0,0,0,,,,
AC005841.1,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-2516F10.4,0,0,0,0,0,0,0,0,0,0,0,,,,
ARSK,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-317L10.1,0,0,0,0,0,0,0,0,0,0,0,,,,
NSF,0,0,0,0,0,0,0,0,0,0,0,,,,
YWHAZP5,0,0,0,0,0,0,0,0,0,0,0,,,,
RP6-206I17.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-267C16.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-544M22.13,0,0,0,0,0,0,0,0,0,0,0,,,,
ZNF740,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-350N15.5,0,0,0,0,0,0,0,0,0,0,0,,,,
SLC25A5,0,0,0,0,0,0,0,0,0,0,0,,,,
AC092415.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-466F5.10,0,0,0,0,0,0,0,0,0,0,0,,,,
INTS7,0,0,0,0,0,0,0,0,0,0,0,,,,
AP000351.13,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-54O7.11,0,0,0,0,0,0,0,0,0,0,0,,,,
C1DP1,0,0,0,0,0,0,0,0,0,0,0,,,,
MIR200A,0,0,0,0,0,0,0,0,0,0,0,,,,
STAG3L5P,0,0,0,0,0,0,0,0,0,0,0,,,,
EEF1A1P8,0,0,0,0,0,0,0,0,0,0,0,,,,
AF121897.4,0,0,0,0,0,0,0,0,0,0,0,,,,
SLC35E1P1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-196O16.1,0,0,0,1,0,0,0,0,0,0,0,,,,
LINC01120,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-262H14.4,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-834C11.11,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-855O10.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RNA5SP82,0,0,0,0,0,0,0,0,0,0,0,,,,
RP4-562J12.2,0,0,0,0,0,0,0,0,0,0,0,,,,
CTB-46B19.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-661A12.14,0,0,0,0,0,0,0,0,0,0,0,,,,
MIR559,0,0,0,0,0,0,0,0,0,0,0,,,,
ADD1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-434D9.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP3-400N23.6,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-390N6.1,0,0,0,0,0,0,0,0,0,0,0,,,,
NPIPB5,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-75C10.7,0,0,0,0,0,0,0,0,0,0,0,,,,
RP5-1018K9.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-706O15.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-93H12.4,0,0,0,0,0,0,0,0,0,0,0,,,,
CIRBP-AS1,0,0,0,0,0,0,0,0,0,0,0,,,,
AGAP8,0,0,0,0,0,0,0,0,0,0,0,,,,
RP4-545C24.1,0,0,0,0,0,0,0,0,0,0,0,,,,
TRIM68,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-128M1.1,0,0,0,0,0,0,0,0,0,0,0,,,,
NNT,0,0,0,0,0,0,0,0,0,0,0,,,,
LINC00925,0,0,0,1,0,0,0,0,0,0,0,,,,
SERBP1P6,0,0,0,0,0,0,0,0,0,0,0,,,,
ZMYND12,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-178L8.7,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-370A5.1,0,0,0,0,0,0,0,0,0,0,0,,,,
AC100830.4,0,0,0,0,0,0,0,0,0,0,0,,,,
NPM1P24,0,0,0,0,0,0,0,0,0,0,0,,,,
FAM86GP,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-875O11.3,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-2574D22.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RNPEP,0,0,0,0,0,0,0,0,0,0,0,,,,
TRMT13,0,0,0,1,0,0,0,0,0,0,0,,,,
CSPG4P11,0,0,0,0,0,0,0,0,0,0,0,,,,
KB-226F1.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-435O5.6,0,0,0,0,0,0,0,0,0,0,0,,,,
C21orf119,0,0,0,0,0,0,0,0,0,0,0,,,,
LRRC16B,0,0,0,0,0,0,0,0,0,0,0,,,,
SNORD3A,0,0,0,0,0,0,0,0,0,0,0,,,,
KRT8P5,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-214C8.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-132N15.1,0,0,0,0,0,0,0,0,0,0,0,,,,
SNORD11,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-635N19.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP1-63G5.5,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-274B21.3,0,0,0,0,0,0,0,0,0,0,0,,,,
AC104135.4,0,0,0,0,0,0,0,0,0,0,0,,,,
BRAP,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-2302E22.4,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-540O11.1,0,0,0,0,0,0,0,0,0,0,0,,,,
KISS1,0,0,0,0,0,0,0,0,0,0,0,,,,
PNRC2,0,0,0,0,0,0,0,0,0,0,0,,,,
CASP8AP2,0,0,0,0,0,0,0,0,0,0,0,,,,
AC073133.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-845M18.7,0,0,0,0,0,0,0,0,0,0,0,,,,
HSD17B7P2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-165N19.2,0,0,0,0,0,0,0,0,0,0,0,,,,
VDAC1P2,0,0,0,0,0,0,0,0,0,0,0,,,,
CYB5R1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-344N10.5,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-342D11.2,0,0,0,0,0,0,0,0,0,0,0,,,,
WAS,0,0,0,0,0,0,0,0,0,0,0,,,,
TMEM59L,0,0,0,0,0,0,0,0,0,0,0,,,,
LRTOMT,0,0,0,0,0,0,0,0,0,0,0,,,,
AC079354.1,0,0,0,0,0,0,0,0,0,0,0,,,,
UPF3AP1,0,0,0,0,0,0,0,0,0,0,0,,,,
AC007238.1,0,0,0,0,0,0,0,0,0,0,0,,,,
PLAA,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-473I1.10,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-395A13.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-246A10.1,0,0,0,0,0,0,0,0,0,0,0,,,,
AGAP2,0,0,0,0,0,0,0,1,0,0,0,,,,
RP11-182L21.6,0,0,0,0,0,0,0,1,0,0,0,,,,
ZNF252P-AS1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-6F2.5,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-544I20.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-667M19.9,0,0,0,0,0,0,0,0,0,0,0,,,,
AK3P3,0,0,0,0,0,0,0,0,0,0,0,,,,
HERC2P9,0,0,0,1,0,0,0,0,0,0,0,,,,
ACP1,0,0,0,0,0,0,0,0,0,0,0,,,,
AMH,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-2207A17.1,0,0,0,0,0,0,0,0,0,0,0,,,,
BAG1,0,0,0,0,0,0,0,0,0,0,0,,,,
CTB-58E17.9,0,0,0,0,0,0,0,0,0,0,0,,,,
CTBP2P4,0,0,0,0,0,0,0,0,0,0,0,,,,
C12orf68,0,0,0,0,0,0,0,0,0,0,0,,,,
AC016586.1,0,0,0,0,0,0,0,0,0,0,0,,,,
FTH1P8,0,0,0,0,0,0,0,0,0,0,0,,,,
ZFP91,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-488C13.5,0,0,0,0,0,0,0,0,0,0,0,,,,
PIPSL,0,0,0,0,0,0,0,0,0,0,0,,,,
MSS51,0,0,0,1,0,0,0,0,0,0,0,,,,
AC141586.5,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-63E5.6,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-603J24.17,0,0,0,0,0,0,0,0,0,0,0,,,,
CTA-363E6.7,0,0,0,0,0,0,0,0,0,0,0,,,,
KCNIP2-AS1,0,0,0,0,0,0,0,0,0,0,0,,,,
CCT6B,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-46A10.4,0,0,0,0,0,0,0,0,0,0,0,,,,
CTB-50L17.7,0,0,0,0,0,0,0,0,0,0,0,,,,
SNORD78,0,0,0,1,0,0,0,0,0,0,0,,,,
ECHS1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP1-29C18.8,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-141M3.5,0,0,0,0,0,0,0,0,0,0,0,,,,
EIF4BP7,0,0,0,0,0,0,0,0,0,0,0,,,,
RPL12L3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP4-769N13.6,0,0,0,0,0,0,0,0,0,0,0,,,,
BX470102.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP3-466P17.1,0,0,0,0,0,0,0,0,0,0,0,,,,
STRC,0,0,0,0,0,0,0,0,0,0,0,,,,
SMYD4,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-61L19.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-981P6.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-611D20.2,0,0,0,0,0,0,0,0,0,0,0,,,,
ERCC8,0,0,0,0,0,0,0,0,0,0,0,,,,
FAM72B,0,0,1,0,0,0,0,0,0,0,0,,,,
CTD-2530H12.4,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-432J22.2,0,0,0,0,0,0,0,0,0,0,0,,,,
AC091633.3,0,0,0,0,0,0,0,0,0,0,0,,,,
GS1-124K5.12,0,0,0,0,0,0,0,0,0,0,0,,,,
BBS2,0,0,0,0,0,0,0,0,0,0,0,,,,
PARP4P1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-708J19.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-379H18.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-848P1.2,0,0,0,0,0,0,0,0,0,0,0,,,,
NAPRT1,0,0,0,0,0,0,0,0,0,0,0,,,,
PRKRIRP7,0,0,0,0,0,0,0,0,0,0,0,,,,
CCNB3,0,0,0,0,0,0,0,0,0,0,0,,,,
MEF2C-AS1,0,0,0,0,0,0,0,0,0,0,0,,,,
STK4,0,0,0,0,0,0,0,0,0,0,0,,,,
AC003104.1,0,0,0,0,0,0,0,0,0,0,0,,,,
ACTBP13,0,0,0,0,0,0,0,0,0,0,0,,,,
C19orf10,0,0,0,0,0,0,0,0,0,0,0,,,,
HNRNPA1P38,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-930P14.2,0,0,0,0,0,0,0,0,0,0,0,,,,
AC069513.4,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-280G9.1,0,0,0,0,0,0,0,0,0,0,0,,,,
AC102953.4,0,0,0,0,0,0,0,0,0,0,0,,,,
LRRC39,0,0,0,0,0,0,0,0,0,0,0,,,,
RHD,0,0,0,0,0,0,0,0,0,0,0,,,,
PILRA,0,0,0,0,0,0,0,0,0,0,0,,,,
CST1,0,0,1,0,0,0,0,0,0,0,0,,,,
RP11-326C3.7,0,0,0,0,0,0,0,0,0,0,0,,,,
KRT8P48,0,0,0,0,0,0,0,0,0,0,0,,,,
SNORD88A,0,0,0,0,0,0,0,0,0,0,0,,,,
ZKSCAN4,0,0,0,0,0,0,0,0,0,0,0,,,,
ARL8A,0,0,0,0,0,0,0,0,0,0,0,,,,
AC073283.4,0,0,0,0,0,0,0,0,0,0,0,,,,
RNPS1P1,0,0,0,0,0,0,0,0,0,0,0,,,,
DESI1,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-2288F12.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-429J17.8,0,0,0,0,0,0,0,0,0,0,0,,,,
SMC6,0,0,0,0,0,0,0,0,0,0,0,,,,
ASUN,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-1275H24.2,0,0,0,0,0,0,0,0,0,0,0,,,,
SETP14,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-50E11.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-785H5.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-278L15.2,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-3035D6.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP3-510D11.2,0,0,0,0,0,0,0,0,0,0,0,,,,
FAM95B1,0,0,0,0,0,0,0,0,0,0,0,,,,
GPR115,0,0,0,0,0,0,0,0,0,0,0,,,,
AC093616.4,0,0,0,0,0,0,0,0,0,0,0,,,,
AC097468.4,0,0,0,0,0,0,0,0,0,0,0,,,,
CYP2D7P,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-107N15.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP3-523C21.2,0,0,0,0,0,0,0,1,0,0,0,,,,
RP11-12M9.3,0,0,0,0,0,0,0,0,0,0,0,,,,
DND1,0,0,0,0,0,0,0,0,0,0,0,,,,
IGHGP,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-470P21.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP5-1024G6.8,0,0,0,1,0,0,0,0,0,0,0,,,,
RP11-316M21.6,0,0,0,0,0,0,0,0,0,0,0,,,,
HIATL2,0,0,0,0,0,0,0,0,0,0,0,,,,
PEX3,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-2033A16.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-137H2.4,0,0,0,0,0,0,0,0,0,0,0,,,,
C9orf171,0,0,0,0,0,0,0,0,0,0,0,,,,
RRH,0,0,0,0,0,0,0,0,0,0,0,,,,
C11orf71,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-137L10.6,0,0,0,0,0,0,0,0,0,0,0,,,,
AC096582.7,0,0,0,0,0,0,0,0,0,0,0,,,,
AARS,0,0,0,0,0,0,0,0,0,0,0,,,,
FASTKD5,0,0,0,0,0,0,0,0,0,0,0,,,,
METTL22,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-320L11.2,0,0,0,0,0,0,0,0,0,0,0,,,,
TPSB2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-503N18.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-553L6.5,0,0,0,0,0,0,0,0,0,0,0,,,,
CTC-338M12.6,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-727F15.12,0,0,0,0,0,0,0,0,0,0,0,,,,
ARPC4,0,0,0,0,0,0,0,0,0,0,0,,,,
AC007249.3,0,0,0,0,0,0,0,0,0,0,0,,,,
SPCS2,0,0,0,0,0,0,0,0,0,0,0,,,,
BAI2,0,0,0,0,0,0,0,0,0,0,0,,,,
FAM157B,0,0,0,0,0,0,0,0,0,0,0,,,,
PSMD10P2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-360L9.8,0,0,0,0,0,0,0,0,0,0,0,,,,
KB-1460A1.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-38L15.3,0,0,0,0,0,0,0,0,0,0,0,,,,
MTERF,0,0,0,1,0,0,0,0,0,0,0,,,,
ADRBK1,0,0,0,0,0,1,0,0,1,0,0,,,,
AL353354.1,0,0,0,0,0,0,0,0,0,0,0,,,,
MRPL43,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-54C4.1,0,0,0,0,0,0,0,0,0,0,0,,,,
SHFM1P1,0,0,0,0,0,0,0,0,0,0,0,,,,
AP006216.11,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-195B17.1,0,0,0,0,0,0,0,0,0,0,0,,,,
KRT18P28,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-174G6.5,0,0,0,1,0,0,0,0,0,0,0,,,,
SNORD4A,0,0,0,0,0,0,0,0,0,0,0,,,,
AC012501.2,0,0,0,0,0,0,0,0,0,0,0,,,,
FAM132B,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-415F23.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RNU6-3P,0,0,0,0,0,0,0,0,0,0,0,,,,
DYNC1I2P1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-204C16.4,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-673C5.1,0,0,1,1,0,0,0,0,0,0,0,,,,
CTD-2033A16.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP4-669H2.1,0,0,0,0,0,0,0,0,0,0,0,,,,
MAGEA9B,0,0,0,0,0,0,0,0,0,0,0,,,,
AC103801.2,0,0,0,0,0,0,0,0,0,0,0,,,,
TRAPPC1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-445P19.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-120K24.3,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-379B18.5,0,0,0,0,0,0,0,0,0,0,0,,,,
IFIT1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP4-816N1.6,0,0,0,0,0,0,0,0,0,0,0,,,,
TRPT1,0,0,0,0,0,0,0,0,0,0,0,,,,
TXNP1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-151A6.4,0,0,0,0,0,0,0,0,0,0,0,,,,
AC083873.4,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-734K21.2,0,0,0,0,0,0,0,0,0,0,0,,,,
LPHN1,0,0,0,0,0,0,0,0,0,0,0,,,,
PLBD2,0,0,0,0,0,0,0,0,1,0,0,,,,
RP11-517H2.6,0,0,0,0,0,0,0,0,0,0,0,,,,
XXbac-BPG252P9.9,0,0,0,0,0,0,0,0,0,0,0,,,,
AC011997.1,0,0,0,0,0,0,0,0,0,0,0,,,,
TTC18,0,0,0,0,0,0,0,0,0,0,0,,,,
STX16-NPEPL1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-889L3.1,0,0,0,0,0,0,0,0,0,0,0,,,,
PATE2,0,0,0,0,0,0,0,0,0,0,0,,,,
DPCD,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-152H18.3,0,0,0,0,0,0,0,0,0,0,0,,,,
MAT1A,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-182J1.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP3-355L5.5,0,0,0,0,0,0,0,0,0,0,0,,,,
CBWD7,0,0,0,0,0,0,0,0,0,0,0,,,,
VWA9,0,0,0,0,0,0,0,0,0,0,0,,,,
ASB16-AS1,0,0,0,0,0,0,0,0,0,0,0,,,,
AC040977.1,0,0,0,0,0,0,0,0,0,0,0,,,,
AC004057.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RPL39P36,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-32D17.4,0,0,0,0,0,0,0,0,0,0,0,,,,
DIO3OS,0,0,0,0,0,0,0,1,0,0,0,,,,
RP11-758M4.1,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-2152M20.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-360L9.4,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-228B15.4,0,0,0,0,0,0,0,0,0,0,0,,,,
ACTG1P1,0,0,0,0,0,0,0,0,0,0,0,,,,
AAMP,0,0,0,0,0,0,0,0,0,0,0,,,,
CTD-2008A1.2,1,0,0,0,0,0,0,0,0,0,0,,,,
C18orf56,0,0,0,0,0,0,0,0,0,0,0,,,,
AP000240.9,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-459E5.1,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-360F5.3,0,0,0,0,0,0,0,0,0,0,0,,,,
KB-1410C5.5,0,0,0,0,0,0,0,0,0,0,0,,,,
RP3-405J10.3,0,0,0,0,0,0,0,0,0,0,0,,,,
LCMT1,0,0,0,0,0,0,0,0,0,0,0,,,,
RPL6P27,0,0,0,0,0,0,0,0,0,0,0,,,,
AC007952.5,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-893F2.9,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-388M20.9,0,0,0,0,0,0,0,0,0,0,0,,,,
CTB-50L17.16,0,0,0,0,0,0,0,0,0,0,0,,,,
RP11-486A14.2,0,0,0,0,0,0,0,0,0,0,0,,,,
RPL7AP60,0,0,0,0,0,0,0,0,0,0,0,,,,
AP000688.14,0,0,0,0,0,0,0,0,0,0,0,,,,
CTB-179K24.3,0,0,0,0,0,0,0,0,0,0,0,,,,
